px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.07452	-6.23674	-2.7189	-2.64659	-0.227663	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	9.98012
8.1859	-6.16792	-2.71397	-2.65376	-0.224244	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.227063
8.31153	-6.08663	-2.71096	-2.64959	-0.197423	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.413586
8.44414	-6.00953	-2.71613	-2.65662	-0.193479	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0805382
8.5509	-5.92885	-2.70675	-2.63843	-0.147587	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.24656
8.66612	-5.85908	-2.70657	-2.64246	-0.144508	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0630349
8.79742	-5.80425	-2.71726	-2.6675	-0.173952	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.678067
8.92085	-5.72703	-2.72848	-2.66795	-0.165598	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.377108
9.02369	-5.6282	-2.71652	-2.62032	-0.0726715	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	6.00654
9.14255	-5.54312	-2.72745	-2.61431	-0.0630437	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.441333
9.24543	-5.4241	-2.71469	-2.55733	0.032491	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	5.36043
9.36679	-5.32393	-2.72234	-2.54505	0.0426703	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.428441
9.46735	-5.20409	-2.71396	-2.4931	0.120547	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.33502
9.57995	-5.10237	-2.716	-2.47895	0.127657	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.236133
9.69485	-5.0327	-2.71805	-2.49454	0.0915742	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.782463
9.79674	-4.94884	-2.71354	-2.48759	0.0936878	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.112384
9.88842	-4.83265	-2.69783	-2.43512	0.172223	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.76229
9.99406	-4.73988	-2.68971	-2.42606	0.171814	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.147783
10.0766	-4.61333	-2.67708	-2.36423	0.257907	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	4.19017
10.1748	-4.4998	-2.67911	-2.34347	0.263989	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.184254
10.2684	-4.38471	-2.6778	-2.31677	0.281869	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.275106
10.3649	-4.27307	-2.67796	-2.2991	0.283864	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0224688
10.4521	-4.16529	-2.68175	-2.2758	0.298817	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.287223
10.5392	-4.04656	-2.69486	-2.25368	0.305013	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.404994
10.6544	-3.9559	-2.71055	-2.28122	0.232937	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	3.30727
10.7406	-3.83643	-2.72234	-2.26173	0.239684	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.409986
10.7688	-3.67829	-2.71318	-2.15067	0.400302	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	14.4092
10.8426	-3.54455	-2.72984	-2.12244	0.407239	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.644441
10.9539	-3.4508	-2.73983	-2.1661	0.29916	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	6.72069
11.0314	-3.32436	-2.75166	-2.14666	0.302757	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.295823
11.0618	-3.17255	-2.75058	-2.0615	0.415501	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	7.15526
11.1281	-3.03515	-2.76588	-2.03586	0.419254	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.471885
11.1232	-2.84785	-2.76867	-1.90016	0.603599	11.1386	-2.78926	11.15	-2.8	0	2.73104	18.1379
11.1656	-2.6953	-2.77358	-1.86234	0.607518	11.141	-2.65084	11.15	-2.65	0	2.73102	0.135325
11.1708	-2.53025	-2.77638	-1.77751	0.691873	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.61466
11.1934	-2.39108	-2.76318	-1.73985	0.692605	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.333846
11.2992	-2.29603	-2.74146	-1.83264	0.479429	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	24.3486
11.3356	-2.14806	-2.75762	-1.80627	0.480004	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.503413
11.3456	-1.98788	-2.76305	-1.74807	0.531137	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.47816
11.3676	-1.84185	-2.75827	-1.71839	0.531958	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0457138
11.3816	-1.69036	-2.75874	-1.68	0.547889	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.158834
11.3903	-1.53821	-2.75827	-1.64685	0.550593	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0601323
11.3223	-1.37233	-2.76552	-1.51796	0.714914	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	13.8091
11.3017	-1.22341	-2.76027	-1.47394	0.719507	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.196812
11.1944	-1.05969	-2.78315	-1.32078	0.908509	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	18.4635
11.1389	-0.914544	-2.77898	-1.26342	0.915518	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.378082
11.0676	-0.781676	-2.78813	-1.18733	0.964227	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.47144
11.0028	-0.65237	-2.78921	-1.13398	0.96856	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.189549
10.8806	-0.522621	-2.82622	-1.0107	1.09097	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	9.45379
10.7952	-0.400043	-2.83205	-0.952914	1.09276	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.189167
10.7015	-0.278514	-2.82861	-0.893224	1.09188	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0264647
10.5916	-0.175593	-2.81454	-0.824713	1.10246	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.536169
10.4422	-0.0894725	-2.85783	-0.699254	1.21899	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	10.6251
10.3185	-0.0090917	-2.85346	-0.629544	1.22808	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.334185
10.22	0.0594417	-2.8073	-0.590905	1.18757	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	3.7873
10.0877	0.105344	-2.7868	-0.512353	1.21083	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.47477
9.94681	0.15527	-2.7806	-0.428725	1.23729	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.4191
9.79413	0.185693	-2.76458	-0.34042	1.26155	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.1599
9.63928	0.207333	-2.78858	-0.246596	1.30494	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	3.00048
9.49536	0.221051	-2.78294	-0.168447	1.31953	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.352412
9.36671	0.218487	-2.69537	-0.100866	1.30477	9.22819	0.16178	9.35	0.15	-1.81963	0	11.6417
9.21995	0.212783	-2.68702	-0.0184995	1.3183	9.24456	0.139817	9.25	0.15	-1.81962	0	0.314016
9.07747	0.21682	-2.71474	0.0467136	1.31794	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.20419
8.94566	0.214715	-2.71509	0.1053	1.30988	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0877237
8.80738	0.214373	-2.73658	0.156577	1.29237	8.84168	0.257617	8.8	0.25	-2.99995	0	0.833138
8.67226	0.198988	-2.73924	0.213055	1.28259	8.65606	0.24536	8.65	0.25	-2.99994	0	0.129158
8.53215	0.188995	-2.75804	0.257243	1.25678	8.43549	0.247188	8.5	0.25	-2.99323	0	0.847169
8.39463	0.167861	-2.76287	0.305474	1.23885	8.34184	0.250769	8.35	0.25	-2.9932	0	0.508891
8.25268	0.142682	-2.76047	0.352616	1.21562	8.27073	0.243988	8.2	0.25	-2.73233	0	0.612359
8.10488	0.117942	-2.76222	0.392543	1.18457	8.03847	0.260731	8.05	0.25	-2.73234	0	1.32964
7.96655	0.109541	-2.77892	0.404765	1.12434	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	2.45303
7.82893	0.0688969	-2.78444	0.445544	1.10566	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.806414
7.67218	0.0696132	-2.81888	0.430797	1.00954	7.46173	0.143776	7.6	0.15	-2.99599	0	7.10338
7.53494	0.0318067	-2.81866	0.460654	0.985968	7.45455	0.149294	7.45	0.15	-2.99596	0	1.06622
7.42412	-0.044015	-2.77018	0.537903	1.0324	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	7.14755
7.29086	-0.0957704	-2.75952	0.571017	1.00697	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.24141
7.1424	-0.120087	-2.76603	0.558601	0.912918	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	5.39399
7.005	-0.191986	-2.768	0.597563	0.900018	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.460433
6.94943	-0.341444	-2.70756	0.748238	1.06158	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	21.2334
6.84291	-0.430698	-2.69812	0.796007	1.05093	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.402132
6.67604	-0.432259	-2.71619	0.703981	0.827512	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	24.2584
6.57135	-0.523863	-2.71977	0.745422	0.827189	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0362873
6.51491	-0.690889	-2.70864	0.884535	0.970751	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	11.2099
6.42825	-0.81401	-2.71018	0.942862	0.975908	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.108332
6.39161	-0.975377	-2.71761	1.06804	1.09411	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	6.07256
6.33348	-1.10358	-2.7218	1.12834	1.09933	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.198473
6.26735	-1.24998	-2.73488	1.19014	1.09839	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.423742
6.21824	-1.39745	-2.73981	1.25441	1.10152	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.164328
6.26895	-1.61447	-2.7792	1.46555	1.34433	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	27.1499
6.27023	-1.76574	-2.77242	1.54491	1.35061	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.295036
6.27411	-1.89933	-2.76473	1.61144	1.34915	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.120407
6.29468	-2.03756	-2.76101	1.68462	1.35504	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.20897
6.30091	-2.17599	-2.73775	1.72837	1.302	6.45002	-2.23466	6.35	-2.2	0	-2.72856	2.37298
6.3313	-2.32488	-2.739	1.80086	1.30252	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.016645
6.38441	-2.48132	-2.75968	1.89061	1.3302	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.976733
6.43938	-2.62566	-2.762	1.96484	1.33051	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0390062
6.43748	-2.74606	-2.6801	1.95087	1.18643	6.46538	-2.81029	6.45	-2.8	0	-2.72732	20.3917
6.48958	-2.88683	-2.68694	2.01045	1.17903	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.195065
6.54246	-3.03845	-2.71762	2.06681	1.17244	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.67577
6.60237	-3.18573	-2.7361	2.11581	1.15206	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.36432
6.64583	-3.33558	-2.73577	2.1358	1.08941	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	3.77446
6.71248	-3.48443	-2.75736	2.1751	1.06287	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.9298
6.75364	-3.63222	-2.74139	2.1794	0.986062	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	5.44882
6.82065	-3.78069	-2.76068	2.20788	0.954487	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	1.96497
6.85428	-3.92364	-2.72296	2.19668	0.86536	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	7.96634
6.91978	-4.07302	-2.74131	2.21475	0.830194	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.09596
6.94007	-4.19892	-2.67956	2.18775	0.731333	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	12.2819
7.00292	-4.32834	-2.69152	2.20375	0.707054	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.991706
7.08594	-4.46331	-2.74463	2.23822	0.716853	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	4.74779
7.16089	-4.59716	-2.76254	2.25278	0.69092	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.50079
7.20726	-4.71516	-2.7207	2.24439	0.631367	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	5.47041
7.28318	-4.83896	-2.73114	2.25977	0.612261	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.650221
7.34566	-4.97117	-2.70722	2.25659	0.563842	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.9668
7.41819	-5.1133	-2.71749	2.25888	0.531113	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.35108
7.51767	-5.24712	-2.79169	2.29126	0.551506	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	10.7559
7.59238	-5.38399	-2.80716	2.28996	0.518203	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	1.64517
7.64046	-5.50307	-2.75758	2.27141	0.458656	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	7.39495
7.71088	-5.63073	-2.76431	2.27054	0.43187	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.828606
7.8026	-5.76782	-2.79285	2.28305	0.423905	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	2.23328
7.88577	-5.91313	-2.80472	2.27945	0.3935	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.14295
7.9351	-6.0359	-2.73083	2.25488	0.329749	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	12.5533
8.01136	-6.17365	-2.73609	2.25004	0.304356	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.633231
8.09985	-6.29958	-2.73898	2.25761	0.294109	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.173124
8.18735	-6.42462	-2.74083	2.26386	0.28323	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.111746
8.29482	-6.55166	-2.77342	2.28331	0.291825	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.71789
8.37941	-6.68347	-2.77733	2.28132	0.272211	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.354711
8.45619	-6.8108	-2.75608	2.27284	0.242828	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.8563
8.52811	-6.95261	-2.76018	2.25736	0.211563	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.851408
8.60061	-7.08826	-2.75199	2.2435	0.181791	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	1.10223
8.66017	-7.24349	-2.75941	2.21441	0.139572	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.52931
8.73507	-7.36838	-2.76917	2.21012	0.128435	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.451507
8.80221	-7.49621	-2.77309	2.19898	0.109522	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.325284
8.87224	-7.63001	-2.76464	2.18649	0.0876706	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.590725
8.93351	-7.77837	-2.76879	2.16381	0.0581509	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.74265
8.9956	-7.91523	-2.75576	2.14519	0.0313376	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.827796
9.04592	-8.07195	-2.76204	2.11399	-0.00378944	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.03491
9.10831	-8.2083	-2.75288	2.09873	-0.022671	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.374917
9.17724	-8.34244	-2.75247	2.09165	-0.0288708	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0397463
9.25747	-8.4663	-2.78045	2.10302	-0.00668007	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	2.09567
9.30478	-8.60319	-2.78366	2.08116	-0.0293689	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.468687
9.3663	-8.73045	-2.78969	2.07504	-0.0323726	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.357701
9.41388	-8.8735	-2.79817	2.05241	-0.0544073	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.4986
9.43942	-9.01563	-2.74854	2.00284	-0.121704	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	7.68152
9.48882	-9.15775	-2.74727	1.98596	-0.132457	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.149892
9.53971	-9.29832	-2.74371	1.97088	-0.1418	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.155852
9.58488	-9.4435	-2.74415	1.9526	-0.152715	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.126049
9.64361	-9.58788	-2.75196	1.94618	-0.148743	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.181121
9.69114	-9.73493	-2.75511	1.93113	-0.155744	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0507623
9.76186	-9.87294	-2.78597	1.94406	-0.123245	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	2.23607
9.79617	-10.0137	-2.79064	1.92392	-0.137478	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.206243
9.8005	-10.1594	-2.7481	1.86675	-0.209596	9.75497	-10.1932	9.75	-10.2	0	-2.72857	6.10832
9.81966	-10.3191	-2.755	1.8349	-0.230264	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.427022
9.86242	-10.4667	-2.7637	1.82935	-0.217508	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.395508
9.89026	-10.6208	-2.76796	1.80878	-0.226123	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0832704
9.88356	-10.7712	-2.73939	1.75122	-0.292072	9.86786	-10.8223	9.85	-10.8	0	-2.72846	3.747
9.89428	-10.9261	-2.7428	1.72355	-0.303681	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.152305
9.89727	-11.0775	-2.73518	1.68752	-0.330684	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.465969
9.89534	-11.234	-2.73937	1.65589	-0.343952	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.220399
9.91102	-11.3754	-2.74863	1.64562	-0.331524	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.27828
9.90711	-11.5228	-2.75734	1.61851	-0.341462	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.194556
9.86772	-11.6749	-2.73642	1.54666	-0.420998	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	4.35408
9.83625	-11.8353	-2.74525	1.50482	-0.438912	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.497549
9.78039	-11.9846	-2.73073	1.42958	-0.514896	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	3.11325
9.73461	-12.1392	-2.73771	1.38587	-0.529386	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.378745
9.63408	-12.2784	-2.71851	1.27257	-0.656218	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	7.84453
9.58034	-12.4102	-2.70985	1.23217	-0.661235	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.366908
9.4284	-12.5284	-2.69191	1.07258	-0.848725	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	15.9167
9.35646	-12.6412	-2.67683	1.02635	-0.85019	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.547462
9.20079	-12.7486	-2.6822	0.87628	-1.01055	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	11.3752
9.09413	-12.8462	-2.67332	0.813451	-1.01858	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.558855
8.98328	-12.9426	-2.67068	0.746464	-1.03594	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.305026
8.86926	-13.0266	-2.66133	0.684722	-1.04198	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.383821
8.74542	-13.1084	-2.66003	0.618266	-1.05421	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.42107
8.6115	-13.1844	-2.66274	0.552624	-1.06039	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.276853
8.40162	-13.2004	-2.70092	0.358593	-1.27572	8.43462	-13.263	8.4	-13.15	-2.72644	0	22.1164
8.26082	-13.2341	-2.69075	0.28306	-1.28265	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.378289
8.09822	-13.2364	-2.71578	0.159535	-1.37703	8.10139	-13.1447	8.1	-13.15	-3.00083	0	4.62656
7.96208	-13.2403	-2.70838	0.0840913	-1.38457	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.344115
7.84197	-13.277	-2.67239	0.0641723	-1.29451	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	5.00953
7.68785	-13.2791	-2.67748	-0.00989938	-1.2956	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.123481
7.51959	-13.2413	-2.71201	-0.133017	-1.37925	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.68939
7.37147	-13.2047	-2.70855	-0.215754	-1.38629	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.217388
7.24177	-13.1988	-2.67152	-0.245711	-1.31162	7.19553	-13.2012	7.2	-13.15	-2.73035	0	4.43494
7.09467	-13.1587	-2.67779	-0.317565	-1.30971	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.0892779
6.95862	-13.1316	-2.66025	-0.360493	-1.26394	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.69877
6.80151	-13.0895	-2.68403	-0.419129	-1.24751	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.00093
6.6797	-13.1036	-2.5964	-0.387643	-1.08881	6.53838	-13.1322	6.55	-13.15	-1.81656	0	23.3919
6.53396	-13.0678	-2.61157	-0.430747	-1.06919	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.68727
6.39754	-13.0225	-2.60512	-0.467267	-1.03495	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	1.14677
6.25156	-12.9726	-2.62334	-0.508009	-1.01578	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.684294
6.11566	-12.8617	-2.6812	-0.609413	-1.08824	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	6.75247
5.97186	-12.7921	-2.70203	-0.650585	-1.06624	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.868268
5.84791	-12.7371	-2.67024	-0.668004	-1.0069	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	3.85256
5.69928	-12.6719	-2.69482	-0.693383	-0.973264	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.56188
5.57261	-12.5736	-2.72414	-0.748788	-0.982242	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	1.51939
5.42073	-12.4952	-2.7537	-0.769354	-0.944317	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.05115
5.30044	-12.4037	-2.75263	-0.802947	-0.921544	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.674864
5.16662	-12.3118	-2.76987	-0.82874	-0.893976	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.892592
5.06484	-12.223	-2.76509	-0.857863	-0.875058	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.498095
4.95487	-12.1271	-2.77689	-0.885435	-0.856936	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.421838
4.86721	-12.047	-2.7281	-0.899126	-0.812794	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	4.84198
4.78272	-11.9388	-2.72956	-0.938729	-0.811516	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.00564671
4.6946	-11.7922	-2.80219	-1.006	-0.85345	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	8.77378
4.6084	-11.6713	-2.81244	-1.04136	-0.844398	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.305849
4.55095	-11.5764	-2.74131	-1.06707	-0.817775	4.53697	-11.5591	4.55	-11.55	0	1.99749	9.20158
4.50066	-11.4515	-2.73566	-1.11769	-0.828712	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.149455
4.4211	-11.277	-2.83484	-1.17669	-0.848244	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	17.4337
4.3889	-11.1157	-2.83403	-1.24538	-0.871685	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.489753
4.40457	-10.9848	-2.72074	-1.33098	-0.919252	4.39651	-10.8822	4.45	-10.95	0	1.81807	22.7277
4.39056	-10.8383	-2.71369	-1.39391	-0.933464	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.296314
4.38804	-10.6922	-2.69866	-1.46069	-0.952864	4.493	-10.7885	4.45	-10.7	0	2.72865	0.562543
4.38965	-10.5432	-2.69575	-1.52352	-0.964435	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.15172
4.40179	-10.3938	-2.68851	-1.59038	-0.981787	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.204888
4.41566	-10.2452	-2.68825	-1.64976	-0.987476	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.036023
4.44863	-10.0998	-2.68178	-1.71958	-1.00726	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.322234
4.48991	-9.95222	-2.68387	-1.78673	-1.01934	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.191078
4.5395	-9.80408	-2.688	-1.85533	-1.0334	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.261528
4.59677	-9.65985	-2.69299	-1.92096	-1.04171	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.145384
4.66254	-9.52072	-2.69701	-1.98568	-1.04814	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.270919
4.7445	-9.38439	-2.70412	-2.05607	-1.05991	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.385072
4.78159	-9.23877	-2.7141	-2.06203	-0.977297	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	3.7422
